"No.","Time","Source","Destination","Protocol","Length","Info"
"288916","21.835434938","127.0.0.1","127.0.0.1","OpenFlow","198","[TCP Spurious Retransmission] Type: OFPT_PACKET_IN"
"289121","21.880080185","127.0.0.1","127.0.0.1","OpenFlow","106","Type: OFPT_PACKET_OUT"
"289123","21.880211239","127.0.0.1","127.0.0.1","OpenFlow","206","Type: OFPT_PACKET_IN"
"289124","21.880660264","127.0.0.1","127.0.0.1","OpenFlow","106","Type: OFPT_PACKET_OUT"
"289145","21.886153855","127.0.0.1","127.0.0.1","OpenFlow","206","Type: OFPT_PACKET_IN"
"289159","21.887718330","127.0.0.1","127.0.0.1","OpenFlow","106","Type: OFPT_PACKET_OUT"
"289161","21.887875484","127.0.0.1","127.0.0.1","OpenFlow","206","Type: OFPT_PACKET_IN"
"289171","21.891592459","127.0.0.1","127.0.0.1","OpenFlow","206","Type: OFPT_PACKET_IN"
"289418","21.880080185","127.0.0.1","127.0.0.1","OpenFlow","108","[TCP Spurious Retransmission] Type: OFPT_PACKET_OUT"
"289610","21.893734427","127.0.0.1","127.0.0.1","OpenFlow","208","Type: OFPT_PACKET_IN"
"289621","21.893990830","127.0.0.1","127.0.0.1","OpenFlow","188","Type: OFPT_PACKET_IN"
"289622","21.894029317","127.0.0.1","127.0.0.1","OpenFlow","188","Type: OFPT_PACKET_IN"
"289632","21.895288403","127.0.0.1","127.0.0.1","OpenFlow","188","Type: OFPT_PACKET_IN"
"289633","21.895534727","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"289646","21.896596313","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"289657","21.896899379","127.0.0.1","127.0.0.1","OpenFlow","208","Type: OFPT_PACKET_IN"
"289659","21.897108972","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"289665","21.897279350","127.0.0.1","127.0.0.1","OpenFlow","208","Type: OFPT_PACKET_IN"
"289667","21.897426474","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"289670","21.897529579","127.0.0.1","127.0.0.1","OpenFlow","208","Type: OFPT_PACKET_IN"
"289676","21.897725211","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
